@relation 'generators.SineGenerator -s -b'

@attribute att1 numeric
@attribute att2 numeric
@attribute class {0,1}

@data
0.21480993477536892,0.8337721028642606,0
0.46138270895191547,0.11963981246009647,1
0.5105833271180019,0.742931210503477,0
0.8799772068792895,0.06045988412760983,1
0.07176552425471794,0.22925325722985235,0
0.7966813038398515,0.7079271000862475,1
0.46609155413725645,0.8033199444863032,0
0.9611818478109091,0.2381134912899886,1
0.453188192034624,0.4810877822329298,0
0.7989181522497233,0.34978060673208544,1
0.12996863321546248,0.8919939623067634,0
0.4319648320167988,0.12987253974477075,1
0.5543976034553895,0.9167628663664387,0
0.3803520828791469,0.17249759057073433,1
0.13327217273350478,0.47837213864160977,0
0.8752899735987772,0.4124412921387338,1
0.5292556661639499,0.6330506866305711,0
0.8519218162609062,0.04913385234394907,1
0.0816277959708882,0.7714686576756621,0
0.8844653568590998,0.6574820434179904,1
0.5305308440713138,0.9129808145875816,0
0.1733910707046602,0.1655576541542202,1
0.9223077884444852,0.9960622801652868,0
0.5819829326567416,0.4477217800174952,1
0.41350888270193265,0.46561210710901313,0
0.6688756322835598,0.31233079700420996,1
0.7409449075469806,0.8503435309922657,0
0.5330504538112961,0.26773494080453997,1
0.7464355387320984,0.6938043761132161,0
0.8112781719353185,0.5296246866520944,1
0.6289848652536059,0.7119676673848918,0
0.9658499257329497,0.3173634238970139,1
0.4913374573898074,0.9698101420192741,0
0.500493216975632,0.32616523345900295,1
0.00705024322089165,0.23741816496320878,0
0.3620936740897073,0.13741899143501635,1
0.30695099042932494,0.6081283999742628,0
0.947067959880486,0.2751385513187261,1
0.33851493876505157,0.4795920840116412,0
0.8603210290420725,0.5196997613981449,1
0.27912365501576863,0.7768110196253885,0
0.8211683970570157,0.5160407341697132,1
0.14755445215994234,0.44375533462662087,0
0.8995969280165148,0.6168264541423047,1
0.4918359513022691,0.8508216275886508,0
0.5723106378160226,0.28469419347739144,1
0.061952195554495604,0.09211602615295178,0
0.4264645294272059,0.2102845369480859,1
0.7473468727246582,0.6817734918743114,0
0.9623710093623833,0.044188841083690256,1
0.3334777554447792,0.8227389827316095,0
0.7592864775102005,0.2037150502352597,1
0.5193948213002594,0.700989084855186,0
0.43389759274963635,0.38764033804338127,1
0.005913170164269621,0.9081138228865419,0
0.4648659307424441,0.05773993228675156,1
0.7450253028204447,0.9534118642625213,0
0.649751467314173,0.16406191780526103,1
0.07493579424998087,0.6791492090518296,0
0.862475949901677,0.6816817083468104,1
0.9358384873199262,0.98954983869146,0
0.8946775421918658,0.5729698409313607,1
0.3079735058741253,0.41758041539179,0
0.905521452285266,0.2685993826295583,1
0.3382782939863087,0.48584298561484673,0
0.7668117438293094,0.3790369246763067,1
0.24540068285954053,0.6921118011320444,0
0.34937134818381044,0.3030153003730258,1
0.7080829295786452,0.8760513656017249,0
0.9387914895444051,0.35803781304628146,1
0.12270489981648192,0.18285377976891704,0
0.3293668928290626,0.058934564505429665,1
0.26878773097008124,0.8769147706796528,0
0.8457740231602355,0.051735254711314904,1
0.12691147218115073,0.50469613806492,0
0.6701884266609721,0.122538187840041,1
0.10834054813044591,0.4776011698824555,0
0.9835567023042903,0.3976526480213167,1
0.2137670559694439,0.5599131484955855,0
0.40463400633984337,0.08745944580429932,1
0.6672988352130134,0.8446067386120112,0
0.8634360512674099,0.6955100261139812,1
0.18547852878246063,0.4637436794796559,0
0.6080708547033209,0.1205545513039551,1
7.576795793629021E-4,0.8773468410302443,0
0.7558579028245502,0.35241403205993493,1
0.39546786810395795,0.6505050727668266,0
0.16262220373192637,0.13909179729980636,1
0.19454196703065907,0.9199053094405434,0
0.7723479336144607,0.44926720965167144,1
0.6471540069530115,0.8669908876172581,0
0.34581713460038443,0.1493264277262829,1
0.9512089864897233,0.8338353813875616,0
0.6064538108627783,0.3909773473984771,1
0.306289254774454,0.7884283137895551,0
0.7569155789446419,0.6613192902136851,1
0.7865628414768424,0.7340265049690385,0
0.15624887930204545,0.027591207593261946,1
0.3768747600206491,0.8367435529927254,0
0.7191903634875388,0.3141502235037683,1
0.517834846250365,0.9688505434876238,0
0.6240785604035219,0.036372346321353444,1
0.014100917264031065,0.642370479947377,0
0.8050697219680317,0.1358333559033087,1
0.8447221177444675,0.9294990957948142,0
0.4971413211443487,0.47389633820423327,1
0.38161971854100196,0.7345799223577726,0
0.7311704581822608,0.058731988845164174,1
0.48002322046071055,0.887282933192784,0
0.42165313404521976,0.29631999613429094,1
0.4564615644666299,0.8208208849605739,0
0.3582093802426517,0.09915613708748583,1
0.20176287913039015,0.6156255922690342,0
0.28725250200793073,0.07316196122112595,1
0.47368657274644366,0.528891152275464,0
0.5671451153651941,0.5305832878691952,1
0.133005432046003,0.9463255241790453,0
0.6458159157630272,0.27164896863013555,1
0.5229163965643203,0.6784192407438293,0
0.7263756956345835,0.0885087657747381,1
0.906783495250395,0.7993964005472658,0
0.7174386474792267,0.2704109193900266,1
0.2757150819502503,0.5825410288236811,0
0.4569392967307325,0.07033071248712741,1
0.3999243813224932,0.887942506501886,0
0.20849220065132212,0.16964776969627793,1
0.9671310280920659,0.9449425179437135,0
0.6729852983701474,0.3546235951044625,1
0.5900510098847382,0.9377915589679509,0
0.8812169319617449,0.5172525213881114,1
0.4445549456415505,0.5353510038714654,0
0.8611959348166766,0.6977766098449948,1
0.06907412889600328,0.20338143711689272,0
0.9113701724540881,0.2452429208069673,1
0.0684805982008092,0.3134131680002875,0
0.7018791624224882,0.08256680223173574,1
0.4224999674428229,0.8661559625021065,0
0.6524288737917303,0.44826256884403315,1
0.2855606067097256,0.8361568458389367,0
0.7900668285265977,0.09706609295459279,1
0.9174856946938659,0.9474308630012115,0
0.8464409486340895,0.4169881677740406,1
0.11490683029868365,0.9096787721189832,0
0.2817561031741911,0.23734520257786762,1
0.09564242197339079,0.20950825327943257,0
0.7876580379128961,0.612080010681371,1
0.13580674951172222,0.8549704889723759,0
0.6638332435067642,0.14981583221755723,1
0.49720780890294347,0.9541723208669317,0
0.6429106428408069,0.34967049566231845,1
0.7597701089840946,0.8291005054962943,0
0.48581074065660723,0.25034123905938,1
0.21058298197940895,0.9610139663203001,0
0.9504574298280493,0.4710328482285808,1
0.12662324045091966,0.5558065637431537,0
0.08953097222717565,0.0019727986737957393,1
0.41648707921621886,0.5526752605673795,0
0.8539842410978749,0.14362365496982932,1
0.44695066488740387,0.9481785828328835,0
0.5183898003883909,0.1743438727914015,1
0.47041817845058986,0.6306395789670515,0
0.8558809958489227,0.022969901570390028,1
0.46886178544839197,0.552386811064249,0
0.8533704282584095,0.06701980422144238,1
0.22388682735379306,0.42026054775687594,0
0.7782991802823797,0.32086014690444564,1
0.06498606133268092,0.9748235024722381,0
0.5360356138262032,0.03499264485433817,1
0.28396132275351693,0.810790956273847,0
0.6673156142839769,0.288454974361542,1
0.6758251212977349,0.7123951446956542,0
0.5506469485342306,0.012575145182911585,1
0.3983287642919122,0.992564658106881,0
0.0958841409239205,0.0557717814061609,1
0.4338751643209424,0.6998353010630244,0
0.6948140959268476,0.09446763634879851,1
0.7317245682834016,0.9096392352449937,0
0.918922762212836,0.1572959812685929,1
0.198644023853086,0.3144257514607889,0
0.8540612472652084,0.3677074863403289,1
0.2093655009683173,0.9751736216495236,0
0.9894016866707923,0.7718692268488567,1
0.0591832226863197,0.11217677587919728,0
0.5735554488045489,0.47208361302962143,1
0.014265342721800245,0.28281069281192706,0
0.3052160274259055,0.15603688935996074,1
0.3854170641285962,0.8381869923901822,0
0.7633520470355155,0.4851051797770284,1
0.13956384501358787,0.3158581111371497,0
0.36240236515996893,0.27603752152682404,1
0.23766933692872594,0.3826780894020333,0
0.6504086508437702,0.05398570301119554,1
0.48437441208296317,0.8935485352260933,0
0.7075861049729237,0.2189917495091287,1
0.5357543919761956,0.762871250756007,0
0.6853983481895656,0.25340746608761233,1
0.41707362449615637,0.538993672536629,0
0.9247117209411467,0.3692191420970389,1
0.898726379890342,0.9022180388999095,0
0.8661738058737298,0.24115756974621194,1
0.818281149308493,0.8613380981322428,0
0.8697679103352568,0.09940462957309959,1
0.07877460628228006,0.39282890190054565,0
0.6237394624596377,0.4928217168092184,1
0.12776758291165136,0.3849738351411095,0
0.33869993935372333,0.1537962473486124,1
0.15085088982963735,0.1967201946080953,0
0.8092378670130339,0.2671336734280415,1
0.5726084281469832,0.8992977611355465,0
0.3536363010378668,0.3308304018859006,1
0.11086832301625194,0.3034791964269362,0
0.3991813762587816,0.21145932049387206,1
0.1023369726550799,0.8649743908052748,0
0.3771517757200902,0.3276936927752435,1
0.7885088128403197,0.8057148176008687,0
0.551348062883438,0.2727166120484438,1
0.07291466153571535,0.5805940862536189,0
0.19924174232404135,0.12964460605097416,1
0.14445607320211584,0.7966723807083165,0
0.6143933624573433,0.25530614010243957,1
0.6475024623686217,0.8188528239555954,0
0.885211327734056,0.0523230449506249,1
0.5409489290700867,0.9417993766813144,0
0.44087138215683563,0.09976307627407188,1
0.17043417184044718,0.6148438949725025,0
0.8792408844139924,0.2483360184604796,1
0.026583903624199823,0.8224816703457634,0
0.7725250150202406,0.2940665518537722,1
0.7432498249451468,0.9231628226714794,0
0.6867184037789831,0.34802765877853614,1
0.2614052833340683,0.44878222828013326,0
0.0939369040347402,0.029502970987562382,1
0.7259131547239797,0.9078091860613561,0
0.785159435252311,0.06611001339649081,1
0.5114265886667094,0.905895593269404,0
0.7468625862217037,0.17295605506120593,1
0.4523148938942104,0.6109251575284359,0
0.6788459670160507,0.3362588278378481,1
0.2360406722904692,0.44883453029982134,0
0.7511173757679808,0.15305405330274013,1
0.6513179761534417,0.9600575108045458,0
0.7206518087532526,0.6228989066952663,1
0.2858820816368832,0.5971333938625069,0
0.823669449827599,0.5609579039569529,1
0.7165641246009197,0.6602064801270133,0
0.35272680011483104,0.32672313789010954,1
0.17030641739372832,0.42656583385135094,0
0.2258767640499184,0.13812675106116235,1
0.06121663812731981,0.5019212027290073,0
0.6617666534598192,0.2285713661041212,1
0.39487548794566896,0.6223106452787825,0
0.8658270837784042,0.4259577971101478,1
0.15300614762274434,0.9695538224334346,0
0.9869239502027184,0.6839803929375886,1
0.1764803349916726,0.5463029850658977,0
0.9498694155008017,0.19581565845300042,1
0.33264354478707037,0.48251369792628807,0
0.5528251496031135,0.4864250528256251,1
0.8133833701537047,0.8859100522523842,0
0.9451035313926955,0.4602268206849017,1
0.04798454909912786,0.4677812131809642,0
0.5485333487472555,0.10423409025356478,1
0.1524247666211872,0.8248454301380679,0
0.7345335323743916,0.560819150927825,1
0.3305222347695673,0.911703715007334,0
0.9520684786835519,0.5481891520023096,1
0.3421352460974604,0.7900769807734142,0
0.23576972815847408,0.22965991372690298,1
0.250652756155773,0.45825359495055584,0
0.2167032575033755,0.054796813774150244,1
0.1673150432519055,0.18412528097518877,0
0.7413131470103023,0.5824191794626585,1
0.17317507245757835,0.7533001715294636,0
0.5629699620689944,0.296733267657881,1
0.16842799258938512,0.9216479581823215,0
0.9164720617586674,0.31169777858432035,1
0.11164541525360949,0.8465484083009207,0
0.8062595945850448,0.4392218715724996,1
0.42891710456487786,0.5492117666689957,0
0.7859970631855768,0.6296814286729834,1
0.08617904186433534,0.2668806148958679,0
0.8132154483849922,0.12615907979302998,1
0.009856185136784212,0.9767203577547818,0
0.9759651185227927,0.573279968935319,1
0.17845096137524874,0.44476714129704853,0
0.7163279790366384,0.5551286203263925,1
0.38757220098821965,0.8941313450576741,0
0.9189493284869793,0.7886021611976274,1
0.36330445936045463,0.4935561957011062,0
0.989238613168626,0.49890011667687006,1
0.06980345612866856,0.7844592615770709,0
0.8487634477215641,0.2610790145397621,1
0.3360458083334188,0.5386803541045949,0
0.4008706944247027,0.036800364730729784,1
0.5652879249471171,0.7298581696628238,0
0.46373085081903775,0.32704408438094057,1
0.23694591166617218,0.7435138915333146,0
0.9758093239230894,0.3599930163447741,1
0.03297697467991989,0.7205624090214287,0
0.935659596554414,0.4000891727254561,1
0.5342473566975862,0.7978429641016034,0
0.8760857911578867,0.7108271628315604,1
0.2795584114203299,0.5937488600147307,0
0.9836561001562746,0.11574145330087382,1
0.15947281050322637,0.8513175015622804,0
0.9651814750148822,0.6823472349745162,1
0.13647170755004834,0.6806871933138394,0
0.8775374353199,0.2509263697235097,1
0.05446528255741301,0.24874447475364525,0
0.281473849263682,0.2632308241599344,1
0.0010931155119727753,0.6101709183992102,0
0.8521722028061016,0.5861149398282279,1
0.7225656366425409,0.6703125973520992,0
0.309645676459944,0.09663050808434381,1
0.23247924898704053,0.449382143251462,0
0.951734030739611,0.3415166182585727,1
0.5286144230013592,0.7281382613377049,0
0.692184729302469,0.2858381403451512,1
0.03090185568963144,0.21868322669332996,0
0.8235441737333066,0.702903986964849,1
0.8833918638236652,0.7898058695178819,0
0.9813172128520437,0.53487705874787,1
0.21635304844537384,0.9805219016003436,0
0.13292486829555605,0.06926845246167157,1
0.1091633735709221,0.9523984022012429,0
0.7907595795166232,0.36170978170116164,1
0.16911197940119216,0.2836369225604385,0
0.5521407565007399,0.2571672241945947,1
0.26243034759784156,0.6637829803410328,0
0.2024392313581047,0.20092930622757443,1
0.19729163242309233,0.655456371780391,0
0.732523316077004,0.06465473697514079,1
0.803576092689527,0.878755100478281,0
0.9615852240486301,0.7525145746793921,1
0.004025558927708284,0.38774674800759323,0
0.31113324652504426,0.2633889370989154,1
0.038722692372789025,0.8731250649617647,0
0.5326634930167541,0.3782890747967683,1
0.5805226117580159,0.8540926688310957,0
0.6763794152705673,0.48844022591760006,1
0.8739137994886446,0.7873743154556799,0
0.5167466065329344,0.3240728349764166,1
0.1267113827372498,0.7447430953909673,0
0.5889473148800235,0.35284651184212346,1
0.3681345032905966,0.9548581694897944,0
0.691377518963284,0.3386265114506565,1
0.932600680739974,0.8878171347019308,0
0.18312010369492504,3.2132675620588635E-4,1
0.30200392686698674,0.4213988963694767,0
0.8288205492978412,0.40615836610512934,1
0.22277984470622547,0.3934474986257047,0
0.8578740565449304,0.4051730807956425,1
0.32357484180168283,0.3669033005079254,0
0.6343125598923436,0.03698809819626925,1
0.30720529522516604,0.31319139419631026,0
0.8107837547454814,0.11092440439136297,1
0.7700191402931302,0.8891401437481619,0
0.7714818041880228,0.024744391214416628,1
0.363077890874297,0.8666313891425262,0
0.9001500862473192,0.6147909857160093,1
0.18350401067183653,0.478815428633963,0
0.3453072467693411,0.14554561513495823,1
0.3260803537269885,0.6807040605608272,0
0.3056654802709109,0.18435738302802063,1
0.897777074747052,0.8039647438794445,0
0.5473655195271977,0.19055228189592943,1
0.06967384657229891,0.22924224308308538,0
0.46664972399940874,0.3334742372013112,1
0.8381498006132316,0.9274142788366633,0
0.637720411136788,0.19379937276500836,1
0.328768305313096,0.40778616897441355,0
0.8677924451867177,0.6266300469603598,1
0.9625240128628701,0.8845812986593037,0
0.5638893019107293,0.08242415344329423,1
0.3634611657764433,0.6081671880558879,0
0.6563352945750887,0.16534656603074216,1
0.7668740395007311,0.8509071936797391,0
0.8762909597771814,0.7380469055692939,1
0.835340420207628,0.8176311569626524,0
0.24957481696493322,0.06893185117626699,1
0.5952560383422159,0.9818728038002059,0
0.9213787932219469,0.09599142781179204,1
0.6624218296608837,0.7794953702616461,0
0.0780749076104632,0.03916016311329329,1
0.21978611427041372,0.6861264161900674,0
0.8436905107317798,0.30284506320000915,1
0.90469788798112,0.8549198691629334,0
0.6475543278167091,0.5564609315374237,1
0.6805216832487183,0.7676605874616214,0
0.6733189570318664,0.27329406577915716,1
0.4250147680801123,0.8231988169425258,0
0.8567707765157517,0.6604360047873216,1
0.3969475179446841,0.6633048897107768,0
0.3284516306390647,0.007965480748020726,1
0.444742250638841,0.5656364155488167,0
0.10983379982401675,0.10534780500649787,1
0.06748015205736801,0.8085415147130773,0
0.6215641548731007,0.012414114448479507,1
0.2649072755942711,0.7262925206443275,0
0.9603207961194387,0.14931651422653303,1
0.3444051006087727,0.8390116198893429,0
0.665921315491861,0.5568275905391065,1
0.10287241601033514,0.36610047277031754,0
0.9684436197735797,0.746507543093677,1
0.287596015331554,0.7916308347924935,0
0.7806540402621288,0.472779558448855,1
0.7295082781659664,0.9478640312078948,0
0.6058934299775668,0.06306901050345226,1
0.1629073004126499,0.9822846113347334,0
0.981476656105656,0.04804059001761296,1
0.36813784850329745,0.43257310471861066,0
0.07715164837270705,0.020574964369326154,1
0.21236282333252765,0.5382649265203355,0
0.6062721118649657,0.3531894447145226,1
0.056743611359661994,0.07973064146049746,0
0.8062235894993472,0.5650528967273583,1
0.4326774024123251,0.5658785313145903,0
0.28888190772283295,0.050388402610558436,1
0.020265747240658216,0.9436560927989811,0
0.7701375283394025,0.48058174980294954,1
0.4655788489385786,0.47426195698887097,0
0.5086530463104446,0.34869933359756056,1
0.6819692041064326,0.7886676517499336,0
0.6899283169995526,0.04456794215839133,1
0.6177952799625717,0.984054361835252,0
0.43639672403288976,0.013195509353480683,1
0.7161740459820995,0.935267905989574,0
0.514720887949882,0.17484185112921102,1
0.3785114319309888,0.8124806937594422,0
0.19059195094956782,0.1376347400544543,1
0.2057962107853224,0.9734024640858878,0
0.055631805414425695,0.022128303495964508,1
0.5710842300359831,0.6989236820742799,0
0.5492513169989879,0.39410947509019023,1
0.3891669577523784,0.9236871853972576,0
0.5688531060554035,0.4211385172848232,1
0.8658444507006217,0.8509448037502069,0
0.23593757671428772,0.12395615438588181,1
0.16811308092280752,0.23929660407700892,0
0.6561277924897073,0.2700972035301862,1
0.5361496055184355,0.6910066382304592,0
0.9552038789277092,0.2155330564319924,1
0.5523356946068022,0.8792152971205053,0
0.49348870627422736,0.2055469916455943,1
0.2505746602281518,0.6001001276225336,0
0.8321809204456334,0.32565000842414904,1
0.6851264007065125,0.7540213215999828,0
0.4980929523849271,0.24464839690368512,1
0.20685607631791136,0.47728590302619855,0
0.8950109936477764,0.5105137959837585,1
0.6817622724031334,0.8946351237239147,0
0.6973705108347771,0.42520876445781675,1
0.7969977236611707,0.8007247071991862,0
0.7576000648048119,0.005636793705932397,1
0.015020800577993487,0.9192286580586289,0
0.5417478829114662,0.5127864902883937,1
0.2782928822864835,0.7560092878073621,0
0.48109386443717583,0.4038024048832577,1
0.17121591976646622,0.8967228790832417,0
0.6717507696596383,0.3735023673919,1
0.2514943286293805,0.9298145964504866,0
0.9603062872717799,0.7483082695628366,1
0.7269008688832337,0.8339253374535553,0
0.89664845392698,0.3631893077696611,1
0.47014622615874413,0.7757503446509411,0
0.9096347074120048,0.7461205202712561,1
0.9451826566013597,0.9892712751274998,0
0.5842175050871258,0.4628079538590003,1
0.6240849478112214,0.7114057994678166,0
0.6170646877210795,0.06071332141549146,1
0.2659738167236865,0.9000401698224322,0
0.990650508134595,0.45637808655119105,1
0.17647585875208682,0.8976001641569727,0
0.5569500289029694,0.49078773980570545,1
0.6541398186731956,0.8001484219617284,0
0.9364395613440295,0.017235131927088365,1
0.10874223851209108,0.5260300788488448,0
0.8703819272333555,0.636910608292316,1
0.7654599878172288,0.844941864211808,0
0.40092789169686327,0.09018904484659784,1
0.7180710057984274,0.9222015897370638,0
0.8060379937697721,0.30129453031557574,1
0.32725017265317125,0.8091874213934418,0
0.6951677324245783,0.2229583714028266,1
0.15947521159902556,0.3223573120725426,0
0.8688305216193355,0.23904681422739138,1
0.20978672439418555,0.8603740721687552,0
0.5995148414057521,0.02017005799442617,1
0.1131367297124849,0.4697938375738765,0
0.3547174951130726,0.009025716879590084,1
0.7708803969353042,0.8596402015834449,0
0.9690558107326833,0.3253240276246261,1
0.28799095672412156,0.3723008416369453,0
0.7718170640099105,0.6466020617645579,1
0.3233043940923448,0.9340558723192881,0
0.5318496110512756,0.38504522911237715,1
0.6154255209575854,0.8344925941114474,0
0.687586805515875,0.21781028312759676,1
0.14888170398322198,0.4233852103273682,0
0.9703265485510549,0.12927362392088615,1
0.5445210903889915,0.9352438181117201,0
0.4104672610253526,0.11426255755349046,1
0.241652635823982,0.3501326609333214,0
0.8867590781868152,0.34832465087598896,1
0.5227792188402025,0.882186201473514,0
0.5499851221128962,0.5120633335366359,1
0.02025887216780431,0.15900991684937038,0
0.8959065738446403,0.3922023869177449,1
0.9485729555709039,0.9256171905229011,0
0.8540617399100373,0.01823297958445458,1
0.6818328217112872,0.6783882530738942,0
0.13185136809736586,0.06603203667971747,1
0.0015132772967129116,0.47429012171032314,0
0.7698336130313096,0.5686306491511723,1
0.042542466597373374,0.3440537680492164,0
0.7455174973550033,0.4701447083070349,1
0.5628544708832113,0.5804374973776169,0
0.4831320548070144,0.3268499517358002,1
0.7242851719098831,0.7041101631689627,0
0.6994867776120386,0.5911139751078773,1
0.5370140169495559,0.7469953431772912,0
0.8947444098592686,0.7477368427230769,1
0.07473438373574426,0.567195907076933,0
0.7520478823737663,0.5582644617964672,1
0.5423426041013735,0.6678483345981922,0
0.4336028611776722,0.11656039355013781,1
0.05458632220355819,0.6811773442579726,0
0.8423386318437787,0.03602784006611104,1
0.37530989762693556,0.9163952113987457,0
0.9755339894527786,0.18234734435405475,1
0.6456580779453449,0.8767429307349843,0
0.26582929058080385,0.05343812813745197,1
0.39613769699698487,0.8061866375423251,0
0.3473162459625555,0.29504998565944174,1
0.45075143023648734,0.5416487930706252,0
0.8166103540208077,0.7042355706399985,1
0.1759939282191838,0.8884007258115793,0
0.7199431232227758,0.006039371661296866,1
0.1375350560250428,0.5138818209013519,0
0.8956493763392971,0.5281653415745148,1
0.634942031377239,0.8734866250265235,0
0.7716214832992584,0.019988418460078372,1
0.7532098082237684,0.9184191097566768,0
0.897710499345075,0.5463720804700583,1
0.805089865315993,0.7858242241985257,0
0.9123753217271618,0.4140518658543928,1
0.27375387159980547,0.2906085156440176,0
0.8897014270806964,0.2547830028842881,1
0.3435058476157343,0.8441014373471377,0
0.6256472432282977,0.36629967632713756,1
0.6528496230320417,0.7173985380424097,0
0.8615153384685212,0.6959074649511313,1
0.23443630030504448,0.8771704969154817,0
0.8669611326221562,0.23410779488160693,1
0.35487535759771927,0.8941520718756504,0
0.5891011843552045,0.37647529735309715,1
0.16737266357103697,0.4396262898944694,0
0.9157044779032768,0.7016128272316378,1
0.6655487602791056,0.6452383736802108,0
0.6867575162596876,0.5184868690408033,1
0.12120671533770044,0.6667613558937614,0
0.7996003583580139,0.45792254349114725,1
0.6461598796499552,0.7931680497063089,0
0.6078171565396853,0.13892441711817372,1
0.32515161936662373,0.41829457163373784,0
0.7527003150760628,0.1195698720049495,1
0.580812149096601,0.6380320015281388,0
0.5329204112330056,0.03435604500620004,1
0.11517762581565927,0.7298301778276258,0
0.9826010970810299,0.47023070916804977,1
0.27106910629442094,0.5066162490269881,0
0.4493656369620067,0.07378761128936084,1
0.44639361668381583,0.8170323013802502,0
0.5848025498516296,0.4986074932550826,1
0.00445958215264497,0.04786861552477806,0
0.5334504819713937,0.029226247936239846,1
0.612428579794867,0.9280928785806868,0
0.6366242031805742,0.47965147804220665,1
0.5905585213155865,0.8435832627750848,0
0.8253312370360232,0.6591096330673635,1
0.19518617543737937,0.7016939192791085,0
0.47944889191799356,0.4425117244493407,1
0.5785459710556405,0.6756822409751927,0
0.4031414697576533,0.15985794746954185,1
0.416706547048155,0.8541163235452353,0
0.8395906992713289,0.24123924646015138,1
0.041515413764010245,0.3004489970544625,0
0.24865357336466154,0.14478973197031653,1
0.5868274289460021,0.8173981692676429,0
0.8381157689287998,0.12113168247708306,1
0.9389666725016457,0.9327604124206463,0
0.5798828742440502,0.1897173892468359,1
0.7466737180681885,0.8402919645638467,0
0.5589582351489389,0.1245255942038408,1
0.35950638962237136,0.6665902041163801,0
0.7035775882836358,0.5438582361098854,1
0.08567167482795679,0.4204342655627864,0
0.7938594727941037,0.3436617010517168,1
0.1027410772727887,0.8532579271923313,0
0.9993208811490697,0.41559682008517207,1
0.9009978273754204,0.8025203552566396,0
0.23525547311492856,0.15205512672899024,1
0.7265456780440075,0.8347721177427113,0
0.2517314328947806,0.1669966373613404,1
0.21349773996243082,0.8488097792028877,0
0.6779668696272492,0.4493235548520964,1
0.4408730427395533,0.45744040329368496,0
0.7184412024723426,0.46407275636390466,1
0.42957054511781867,0.46340514161265467,0
0.8132767956608835,0.2633912230202774,1
0.4872663800241801,0.6218333211393673,0
0.6953446013310904,0.5346359672631249,1
0.015263612832731699,0.6287991169877146,0
0.24449286227058764,0.008413716729629872,1
0.011846522050777741,0.6104550564207427,0
0.7046817596313604,0.41790471821047503,1
0.37461081266300256,0.7487279724430124,0
0.7053439040725012,0.2642777398808649,1
0.0846261946090916,0.75681095758509,0
0.4283996258123913,0.12666418475007302,1
0.3135289257962778,0.8435133008985052,0
0.7449204919339192,0.003970288387296184,1
0.5035707105135278,0.5255201222375593,0
0.8492672127750129,0.0436087657038321,1
0.7835040283817111,0.7844595756358176,0
0.6063595808697764,0.08255672362421551,1
0.30304637447798954,0.3710233041270504,0
0.4450345185148794,0.40908020108374465,1
0.6132673043873071,0.9935963893834799,0
0.5968116240202715,0.36534029498093,1
0.6418650725235492,0.9688611721881281,0
0.9880224970663932,0.6600917900797516,1
0.12734491608822696,0.7440168295978478,0
0.6181731783821077,0.16090759073123928,1
0.99807798713224,0.9790083096675649,0
0.8762901493816744,0.025269610370738493,1
0.17978994895801625,0.9784511081280665,0
